,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,pk_rolling,pkatt_rolling,Win
517,0,6,16,6,1.6666666666666667,1.3333333333333333,20.33333333333333,5.666666666666667,16.03333333333333,0.0,0.3333333333333333,0
518,1,3,14,6,1.3333333333333333,1.6666666666666667,16.0,5.0,16.53333333333333,0.0,0.3333333333333333,1
519,0,7,14,6,1.6666666666666667,1.0,19.0,7.333333333333333,16.53333333333333,0.0,0.3333333333333333,1
520,1,11,19,3,2.6666666666666665,1.0,16.666666666666668,8.333333333333334,18.73333333333333,0.3333333333333333,0.3333333333333333,1
521,0,5,14,6,2.6666666666666665,0.3333333333333333,20.666666666666668,10.0,18.0,0.3333333333333333,0.3333333333333333,1
522,1,16,15,5,2.0,0.3333333333333333,15.666666666666666,7.0,17.233333333333334,0.3333333333333333,0.3333333333333333,1
523,1,10,19,2,2.0,0.3333333333333333,21.0,7.333333333333333,15.966666666666669,0.0,0.0,1
524,1,21,17,5,3.333333333333333,0.3333333333333333,20.666666666666668,7.666666666666667,16.633333333333336,0.6666666666666666,0.6666666666666666,1
525,0,4,12,5,3.333333333333333,0.3333333333333333,24.0,8.0,18.2,0.6666666666666666,0.6666666666666666,1
526,0,0,20,2,3.0,0.0,20.0,8.333333333333334,17.333333333333332,1.0,1.0,1
527,1,20,12,5,1.6666666666666667,0.0,16.0,5.333333333333333,16.23333333333333,0.3333333333333333,0.3333333333333333,1
528,0,13,16,6,2.0,0.0,15.0,4.333333333333333,16.099999999999998,0.6666666666666666,0.6666666666666666,0
529,1,14,20,1,2.0,0.6666666666666666,11.333333333333334,3.0,18.666666666666668,0.3333333333333333,0.3333333333333333,1
530,1,8,16,6,2.6666666666666665,0.6666666666666666,13.0,3.6666666666666665,19.03333333333333,0.3333333333333333,0.3333333333333333,1
531,0,15,12,5,2.6666666666666665,0.6666666666666666,12.666666666666666,4.333333333333333,17.900000000000002,0.0,0.0,1
532,1,19,19,5,2.333333333333333,0.0,18.666666666666668,6.333333333333333,16.166666666666668,0.0,0.0,0
533,0,1,20,1,1.3333333333333333,0.3333333333333333,21.33333333333333,5.666666666666667,17.533333333333335,0.0,0.0,1
534,0,18,19,1,1.3333333333333333,0.6666666666666666,21.0,6.0,18.100000000000005,0.0,0.0,1
535,1,22,16,6,1.6666666666666667,1.0,21.0,4.333333333333333,18.4,0.0,0.0,1
536,0,9,12,5,2.333333333333333,1.0,23.33333333333333,5.666666666666667,17.066666666666666,0.0,0.0,0
537,1,7,20,0,2.333333333333333,1.3333333333333333,21.33333333333333,5.0,15.566666666666668,0.0,0.0,0
